material_id,formula,wyckoff,bandgap_pred_n0,bandgap_ale_n0,bandgap_target
wbm-2-37178,Sn4 Br2 O2 F2,ABCD2_pearson_67_g_a_b_m:Br-F-O-Sn,1.552,0.164,1.69
mp-1103760,Pt1 C4 N2 Cl6,A4B6C2D_pearson_71_m_el_f_a:C-Cl-N-Pt,0.3083,0.1296,1.0078
wbm-1-49639,Ho4 S6,A2B3_pearson_12_adg_ij:Ho-S,1.8172,0.0343,1.78
mp-6474,Ba3 Mg1 Nb2 O9,A3BC2D9_pearson_164_ad_b_d_ei:Ba-Mg-Nb-O,2.7892,0.1052,2.6514
wbm-4-3888,Yb1 Pu1 B2 O6,A2B6CD_pearson_148_c_f_a_b:B-O-Pu-Yb,0.1068,0.0652,0.3
mp-1112650,Cs3 Sm1 Cl6,A6B3C_pearson_225_e_ac_b:Cl-Cs-Sm,4.6787,0.0701,4.7486
wbm-3-57988,Rb1 Fe1 P2 S7,AB2CD7_pearson_5_a_c_b_a3c:Fe-P-Rb-S,0.0959,0.0457,0.02
mp-1200482,Na4 La4 Se8 O40,ABC10D2_pearson_14_e_e_10e_2e:La-Na-O-Se,0.8729,0.5245,0.4845
mp-1211247,K2 Y2 Be2 F12,AB6CD_pearson_11_e_2e2f_e_e:Be-F-K-Y,7.3463,0.1617,7.3678
mp-542686,K8 Na4 Si12 O30,A4B2C15D6_pearson_15_2f_f_e7f_3f:K-Na-O-Si,3.2969,1.2191,4.1789
mp-1228325,Ba1 Ca2 In6 O12,AB2C6D12_pearson_143_a_bc_2d_4d:Ba-Ca-In-O,1.682,0.0726,1.9489
mp-558114,Sr16 Nb4 Al4 O32,ABC8D4_pearson_14_e_e_8e_4e:Al-Nb-O-Sr,3.6193,0.1374,2.954
wbm-3-21965,Ga4 F8,A2B_pearson_15_2f_ce:F-Ga,2.7393,0.1743,2.64
mp-772541,Mn3 Te1 O8,A3B8C_pearson_12_af_2ij_b:Mn-O-Te,0.5185,0.2046,0.8437
mp-541614,K3 Mo10 O30,A3B10C30_pearson_12_ai_i2j_e6i4j:K-Mo-O,0.1052,0.0486,0.0515
mp-559798,Ni2 F4,A2B_pearson_136_f_a:F-Ni,1.9692,0.4535,4.9116
wbm-4-21316,Y2 Mn2 Ga2 Se6,ABC3D_pearson_63_c_c_cf_a:Ga-Mn-Se-Y,0.2948,0.0346,0.26
wbm-2-21953,Zr1 H1 N1,ABC_pearson_187_a_d_e:H-N-Zr,0.7831,0.176,0.69
mp-763331,Li2 Mn4 F10,A5BC2_pearson_63_c2f_c_f:F-Li-Mn,1.4393,1.3213,3.0784
mp-1228175,Ba10 Li2 Mo4 N14 Cl4,A5B2CD2E7_pearson_11_5e_2e_e_2e_3e2f:Ba-Cl-Li-Mo-N,1.9808,0.1156,2.3448
mp-1209889,Nd2 Hf2 F14,A7BC_pearson_4_7a_a_a:F-Hf-Nd,6.6859,0.1216,6.8273
mp-23586,Hg12 S8 Br6 Cl2,A3BC6D4_pearson_12_ab2i_i_2i2j_2j:Br-Cl-Hg-S,1.5742,0.1064,1.5595
mp-557035,K6 S2 O8 F2,AB3C4D_pearson_140_c_ah_l_b:F-K-O-S,4.1659,0.1211,5.3928
wbm-3-55981,Hf1 Sc1 Si2 O7,AB7CD2_pearson_5_a_b3c_a_c:Hf-O-Sc-Si,0.223,0.0592,0.19
mp-622171,V4 Sb8 O20,A5B2C_pearson_62_c2d_d_c:O-Sb-V,1.5518,0.445,2.5139
mp-776758,Li8 Fe12 F32,A8B3C2_pearson_88_4f_abf_f:F-Fe-Li,3.0859,0.1512,2.9908
wbm-1-50544,Cu3 S1 I1,A3BC_pearson_146_b_a_a:Cu-I-S,0.7991,0.1205,0.79
wbm-1-11995,In2 Co1 Se4,AB2C4_pearson_121_a_d_i:Co-In-Se,0.2204,0.0395,0.43
mp-760401,Nb3 O7 F1,AB3C7_pearson_65_c_bg_a2gh:F-Nb-O,0.5903,0.1933,0.8754
mp-757886,Nd4 H4 S12 O44,ABC11D3_pearson_14_e_e_11e_3e:H-Nd-O-S,2.1867,2.2502,5.4809
wbm-1-42063,Ca2 Bi1 Sb1 O6,AB2C6D_pearson_12_a_i_ij_d:Bi-Ca-O-Sb,2.0472,0.0941,2.19
wbm-3-14635,V2 Br4 Cl4,A2B2C_pearson_71_ef_l_g:Br-Cl-V,0.6571,0.0669,0.51
mp-1259488,Li4 Fe4 Si8 O24,ABC6D2_pearson_20_c_ab_6c_abc:Fe-Li-O-Si,3.5318,0.1141,3.2173
mp-1095674,Cs4 Li2 Br6,A3B2C_pearson_63_cf_2c_c:Br-Cs-Li,4.1373,0.1348,4.3476
wbm-4-2697,Rb2 Al2 Se4,ABC2_pearson_15_e_e_f:Al-Rb-Se,2.5987,0.0542,2.55
mp-557728,K2 Cu8 As2 S8,AB4CD4_pearson_4_a_4a_a_4a:As-Cu-K-S,0.2662,0.1339,1.322
mp-1111056,Na2 Li1 Al1 F6,AB6CD2_pearson_225_a_e_b_c:Al-F-Li-Na,6.3865,0.1396,6.5496
mp-560589,Nb4 Se8 S4 N8 Cl4 F24,AB6C2DEF2_pearson_14_e_6e_2e_e_e_2e:Cl-F-N-Nb-S-Se,1.6122,0.1431,2.1919
mp-1103502,Ca1 B2 H10 N2,A2BC10D2_pearson_5_c_a_5c_c:B-Ca-H-N,4.6636,0.3728,3.8953
mp-556565,K2 Br2 F8,AB4C_pearson_140_b_l_c:Br-F-K,3.1446,0.2895,0.8681
mp-1093627,Ta2 Nb1 Re1,ABC2_pearson_71_a_b_e:Nb-Re-Ta,0.1119,0.0325,0.2318
mp-1193903,K8 Mo4 S12 O4,A2BCD3_pearson_62_2c_c_c_cd:K-Mo-O-S,1.6998,0.0884,1.9318
mp-18902,Li12 W6 O24,A2B4C_pearson_148_2f_4f_f:Li-O-W,3.3311,0.1902,4.8942
wbm-3-53460,Nd2 Co1 Ni1 O6,AB2CD6_pearson_148_a_c_b_f:Co-Nd-Ni-O,0.7265,0.1901,0.94
mp-770818,Li12 Cu20 O16,A5B3C4_pearson_14_5e_3e_4e:Cu-Li-O,1.122,0.1484,1.3599
mp-770576,Fe2 H24 S4 O28,AB12C14D2_pearson_14_a_6e_7e_e:Fe-H-O-S,2.1456,1.5604,0.0268
mp-1227303,Ba1 Ta1 N1 O2,ABC2D_pearson_123_c_a_e_b:Ba-N-O-Ta,0.432,0.1584,0.5765
mp-510589,Mn2 Cu2 O4,ABC2_pearson_12_a_d_i:Cu-Mn-O,0.1624,0.0599,0.1654
mp-1111538,Na2 Ag1 Sb1 Cl6,AB6C2D_pearson_225_a_e_c_b:Ag-Cl-Na-Sb,1.553,0.0506,1.5979
wbm-3-21489,Cs1 Cu1 Te2,ABC2_pearson_1_a_a_2a:Cs-Cu-Te,0.2866,0.0443,0.37
mp-28711,Sb8 S8 O4,AB2C2_pearson_2_2i_4i_4i:O-S-Sb,1.4088,0.1948,1.4025
mp-1521613,Ba4 Sr4 Y4 Sb4 O24,AB6CDE_pearson_16_abch_6u_u_defg_u:Ba-O-Sb-Sr-Y,3.4179,0.0775,3.4776
wbm-1-42202,Zn1 Cr2 O6,A2B6C_pearson_12_i_3i_a:Cr-O-Zn,0.4434,0.0855,0.56
mp-18220,Li6 Al6 Si6 O24,ABC4D_pearson_146_2b_2b_8b_2b:Al-Li-O-Si,4.9049,0.1223,5.0581
mp-554885,Ba3 Si6 N4 O9,A3B4C9D6_pearson_143_abc_ad_3d_2d:Ba-N-O-Si,3.7562,0.1009,4.3934
mp-1197432,Cs8 Hg8 Cl24,A3BC_pearson_14_6e_ace_bde:Cl-Cs-Hg,1.817,0.1526,0.9505
mp-850370,Li12 Mn4 B8 S2 O32,A4B6C2D16E_pearson_203_e_f_c_eg_b:B-Li-Mn-O-S,1.532,0.2295,1.6435
wbm-1-8213,Ca3 Sb1 Br3,A3B3C_pearson_221_c_d_a:Br-Ca-Sb,1.6865,0.0592,1.65
mp-6011,Ba16 Li4 Mo8 N28,A4BC2D7_pearson_13_ef3g_g_2g_af6g:Ba-Li-Mo-N,1.1486,0.2228,1.7733
mp-1025549,Tl3 V1 Se4,A4B3C_pearson_217_c_b_a:Se-Tl-V,1.6065,0.0583,1.6979
mp-27669,H8 S24 N8,ABC3_pearson_13_2g_2g_6g:H-N-S,2.015,0.4037,3.0922
mp-1112181,K2 In1 Sb1 F6,A6BC2D_pearson_225_e_a_c_b:F-In-K-Sb,2.073,0.1269,2.1463
mp-769616,Na8 Cr4 P4 C4 O28,ABC2D7E_pearson_11_e_e_f_5ef_e:C-Cr-Na-O-P,2.1194,0.4357,1.7045
wbm-5-15362,Mg1 Zr1 O4,AB4C_pearson_12_a_2i_d:Mg-O-Zr,1.8726,0.207,2.05
wbm-2-35808,Na2 Zr1 S1 O6,A2B6CD_pearson_148_c_f_a_b:Na-O-S-Zr,2.2088,0.3347,2.64
wbm-1-6248,Ba2 In2 Br6,AB3C_pearson_63_a_cf_c:Ba-Br-In,3.022,0.0611,3.12
mp-1239426,Ta2 Ti2 Zn2 P6 O24,A12B3CDE_pearson_161_4b_b_a_a_a:O-P-Ta-Ti-Zn,0.5349,0.6763,0.4547
wbm-2-35512,Sr2 Cr1 Co1 O6,ABC6D2_pearson_8_a_a_4ab_b:Co-Cr-O-Sr,0.5692,0.1244,0.37
wbm-3-53992,Sm2 Mg1 Fe1 O6,ABC6D2_pearson_2_b_e_3i_i:Fe-Mg-O-Sm,1.1352,0.2042,1.28
wbm-3-50557,Mg2 P2 Cl2 O4,ABC2D_pearson_11_e_e_2e_e:Cl-Mg-O-P,1.7909,1.0817,3.56
wbm-1-24262,Li3 Lu1 P2,A3BC2_pearson_164_ad_b_d:Li-Lu-P,0.4387,0.057,0.4
mp-1221283,Na12 Y4 C8 O24 F8,A2B2C3D6E_pearson_14_2e_2e_ad2e_6e_e:C-F-Na-O-Y,4.6324,0.2633,4.8805
wbm-3-4059,Ba2 Al2 Cu2 Se6,ABCD3_pearson_63_a_c_c_cf:Al-Ba-Cu-Se,0.2377,0.0758,0.04
wbm-4-16938,Ba3 In4 Os4,A3B4C4_pearson_217_b_c_c:Ba-In-Os,0.1668,0.0646,0.05
mp-1104383,Ba2 Al2 O10,ABC5_pearson_2_i_i_5i:Al-Ba-O,0.0118,0.1125,0.6756
mp-761092,Li8 V4 O12 F4,AB2C3D_pearson_9_2a_4a_6a_2a:F-Li-O-V,2.0299,0.3771,2.4511
wbm-1-13520,Nd1 In1 Cu4,A4BC_pearson_216_e_a_c:Cu-In-Nd,0.1034,0.043,0.12
mp-17552,Ca6 Si6 O18,AB3C_pearson_15_cf_e4f_ef:Ca-O-Si,4.821,0.1836,4.9332
wbm-1-44221,In4 O4 F4,ABC_pearson_57_d_d_c:F-In-O,1.4184,0.1073,1.02
mp-625996,Na2 H2 O2,ABC_pearson_6_ab_ab_ab:H-Na-O,2.1856,0.0969,2.9046
mp-769338,Sb2 N6 O18 F6,A3B3C9D_pearson_36_ab_ab_a4b_a:F-N-O-Sb,0.7711,0.3487,0.3063
wbm-1-15103,Rb4 In4 F12,A3BC_pearson_139_eg_e_e:F-In-Rb,2.0023,0.1583,1.77
mp-1520532,Sr1 Ca1 Dy1 Bi1 O6,ABCD6E_pearson_8_a_a_a_2a2b_a:Bi-Ca-Dy-O-Sr,1.0767,0.0921,1.6487
wbm-3-57105,Y2 Ni2 Se2 O2,ABCD_pearson_129_a_b_c_c:Ni-O-Se-Y,1.1846,0.0559,1.13
wbm-2-15076,K2 Sb2 I2 F6,A3BCD_pearson_2_3i_i_i_i:F-I-K-Sb,3.2244,0.0601,3.15
wbm-3-56006,Pr1 Ti1 Si2 O7,A7BC2D_pearson_5_b3c_a_c_a:O-Pr-Si-Ti,0.3593,0.0351,0.37
mp-1304218,Li6 Mg2 Ni6 O16,A3BC3D8_pearson_1_3a_a_3a_8a:Li-Mg-Ni-O,0.5941,0.2776,0.5049
mp-24682,Cs1 Cr1 H18 Br2 N6 Cl2 O8,A2B2CDE18F6G8_pearson_148_c_c_a_b_3f_f_cf:Br-Cl-Cr-Cs-H-N-O,3.9156,0.1461,3.7058
mp-1521763,Sr1 Cr1 Sn1 Sb1 O6,AB6CDE_pearson_216_a_f_b_c_d:Cr-O-Sb-Sn-Sr,1.3579,0.1255,0.8797
wbm-4-27650,Pr2 Ti1 Cd1 O6,AB6C2D_pearson_12_a_ij_i_d:Cd-O-Pr-Ti,3.0097,0.0839,2.87
wbm-1-38964,K4 I4 O12,ABC3_pearson_62_c_a_cd:I-K-O,1.3426,0.7983,3.96
wbm-3-67849,Cs2 Cd2 In2 Se6,ABCD3_pearson_63_c_c_a_cf:Cd-Cs-In-Se,0.8033,0.1375,0.79
mp-778924,Zn4 Se4 O16,A4BC_pearson_62_2cd_c_a:O-Se-Zn,0.4135,0.2631,2.0896
mp-572625,Cs6 Sr2 Cu4 C14 S14 N14,A7B3C2D7E7F_pearson_121_eij_ci_i_eij_eij_e:C-Cs-Cu-N-S-Sr,1.0274,0.3522,2.8876
mp-17886,K16 Al16 Sb24,A2B2C3_pearson_14_4e_4e_6e:Al-K-Sb,1.0084,0.0701,0.9992
wbm-2-35151,Rb5 Bi1 O5,AB5C5_pearson_5_a_a2c_b2c:Bi-O-Rb,0.5062,0.143,0.75
wbm-5-14259,Cs1 Na1 Hg1 Se2,ABCD2_pearson_119_c_a_b_f:Cs-Hg-Na-Se,0.5697,0.0859,0.58
mp-26214,Fe4 P8 O28,AB7C2_pearson_15_f_7f_2f:Fe-O-P,0.2298,0.2011,0.0529
mp-1097681,V2 Ru1 W1,AB2C_pearson_71_a_e_b:Ru-V-W,0.0607,0.0266,0.1184
wbm-1-9858,Ti1 Cl2,A2B_pearson_160_2a_a:Cl-Ti,0.9189,0.1008,0.83
wbm-1-38427,Co2 Ge2 O6,ABC3_pearson_148_c_c_f:Co-Ge-O,1.9735,0.1497,2.09
mp-1203665,Cs4 Ba2 Ta12 Br30 O6,AB15C2D3E6_pearson_15_e_e7f_f_ef_3f:Ba-Br-Cs-O-Ta,1.4286,0.1958,0.2978
wbm-3-23601,Cs2 Ti1 F6,A2B6C_pearson_189_c_fg_b:Cs-F-Ti,3.3933,0.1221,3.25
mp-625468,Lu4 H12 O12,A3BC3_pearson_148_2f_ae_2f:H-Lu-O,3.7747,0.5966,5.3261
wbm-3-31044,Tb2 Ge1 I2,AB2C2_pearson_12_a_i_i:Ge-I-Tb,0.1926,0.0266,0.17
mp-14354,Rb4 Sr2 P4 O14,A7B2C2D_pearson_15_e3f_f_f_c:O-P-Rb-Sr,4.7827,0.0979,4.713
mp-27703,In2 Br2 O2,ABC_pearson_59_a_b_a:Br-In-O,1.7864,0.1033,2.0057
mp-15704,Be2 Si2 N4,AB2C_pearson_122_a_d_b:Be-N-Si,3.8266,0.2254,3.5618
wbm-2-14485,Rb2 Ce2 Cu2 Se6,ABCD3_pearson_63_a_c_c_cf:Ce-Cu-Rb-Se,0.6161,0.0466,0.66
wbm-3-70653,Nd2 Si1 Cl2,A2B2C_pearson_164_d_d_a:Cl-Nd-Si,0.0774,0.0298,0.03
mp-1247155,Mg2 Al3 W1 S8,A3B2C8D_pearson_166_d_c_ch_a:Al-Mg-S-W,0.0181,0.0183,0.4324
wbm-3-52361,Rb3 Ta1 O4,A4B3C_pearson_121_i_ad_b:O-Rb-Ta,3.1508,0.125,3.15
wbm-4-11184,Rb2 Ti1 F6,A6B2C_pearson_225_e_c_a:F-Rb-Ti,4.5441,0.2482,4.88
mp-1288,Ag8 O8,AB_pearson_88_cd_f:Ag-O,1.3373,0.1757,0.1526
mp-1202124,Ba12 Zr2 Zn12 S28,A6B14C6D_pearson_140_hj_ab2kl_hl_c:Ba-S-Zn-Zr,2.2196,0.1501,1.8259
wbm-2-32283,Sm1 Ni1 As1,ABC_pearson_216_a_c_b:As-Ni-Sm,0.5536,0.041,0.56
wbm-2-42632,K4 Zr2 S6,A2B3C_pearson_12_adg_ij_h:K-S-Zr,2.1569,0.0508,2.16
mp-12350,Si8 O16,A2B_pearson_227_cf_e:O-Si,5.1935,0.1995,6.1955
mp-27791,Sr2 Be6 O8,A3B4C_pearson_190_af_cg_d:Be-O-Sr,4.066,0.1952,4.1268
mp-1236924,K3 Rh1 F6,A6B3C_pearson_2_3i_bcd_a:F-K-Rh,1.8621,0.0987,2.0825
mp-1213063,Cs2 Tb2 Mn2 Se6,ABC3D_pearson_63_c_c_cf_a:Cs-Mn-Se-Tb,0.4962,0.0299,0.5118
mp-1227328,Ca1 B2 C6,A2B6C_pearson_42_c_2bc_a:B-C-Ca,0.9412,0.178,0.7707
mp-560647,Ca8 Ge4 O16,A2BC4_pearson_62_ac_c_2cd:Ca-Ge-O,3.5791,0.1423,3.6097
mp-997585,La8 Al7 Ga1 O24,A7BC8D24_pearson_221_acd_b_g_efh:Al-Ga-La-O,3.5046,0.1089,3.458
wbm-4-4870,Ba1 Hg1 C2 O6,AB2CD6_pearson_148_a_c_b_f:Ba-C-Hg-O,1.9035,0.077,1.89
mp-770646,Na6 Sn2 As2 C2 O14,ABC3D7E_pearson_11_e_e_ef_5ef_e:As-C-Na-O-Sn,2.6333,0.1725,2.5765
wbm-1-44041,Rb3 Cu1 O1,ABC3_pearson_221_a_b_c:Cu-O-Rb,0.4998,0.0574,0.2
mp-1029262,V2 Zn4 N6,A3BC2_pearson_36_ab_a_b:N-V-Zn,1.4782,0.0532,1.3256
wbm-4-25808,Nd2 Th2 Se2 O5,A2B5C2D2_pearson_139_e_ag_e_e:Nd-O-Se-Th,1.9072,0.0646,1.69
mp-1114587,Rb2 Na1 Ce1 Br6,A6BCD2_pearson_225_e_a_b_c:Br-Ce-Na-Rb,0.3331,0.0359,0.3459
mp-1080000,Cd2 N2 Cl6,AB3C_pearson_63_a_cg_c:Cd-Cl-N,1.2705,0.2187,2.0314
mp-758711,V6 O11 F1,AB11C6_pearson_5_a_a5c_ab2c:F-O-V,0.7823,0.4887,0.528
mp-1097258,Cd1 Hg1 Pd2,ABC2_pearson_71_a_b_e:Cd-Hg-Pd,0.4594,0.1035,0.4956
wbm-3-57019,Ba2 Mg2 S2 O2,ABCD_pearson_186_b_a_a_b:Ba-Mg-O-S,3.0617,0.1673,3.15
mp-760580,Li4 Ag2 F6,AB3C2_pearson_15_e_cf_2e:Ag-F-Li,1.6761,0.175,1.9705
mp-1313379,Ta4 Mn4 O16,AB4C_pearson_2_i_4i_i:Mn-O-Ta,1.7773,0.0895,1.2455
wbm-1-25663,Li2 Bi2 O4,ABC2_pearson_15_e_e_f:Bi-Li-O,2.0647,0.0824,2.25
mp-574448,Rb2 Gd4 Cu2 Se8,AB2CD4_pearson_63_c_f_c_acf:Cu-Gd-Rb-Se,0.8335,0.0442,0.8567
mp-1224417,Ge2 Bi2 Te5,A2B2C5_pearson_160_2a_2a_5a:Bi-Ge-Te,0.0514,0.0272,0.0711
mp-757759,Li4 Mn4 P4 O20,ABC5D_pearson_2_2i_2i_10i_2i:Li-Mn-O-P,0.9598,0.2031,0.2051
mp-27708,Bi8 I8,AB_pearson_12_4i_4i:Bi-I,0.4086,0.0863,0.9808
wbm-1-41174,La2 Sb2 O8,AB4C_pearson_141_a_h_b:La-O-Sb,0.9384,0.1309,2.54
mp-559470,Ag2 Pb2 Br2 O2,ABCD_pearson_129_c_c_a_c:Ag-Br-O-Pb,1.1025,0.0873,0.1883
mp-690785,Na2 H6 Pt1,A6B2C_pearson_225_e_c_a:H-Na-Pt,2.7581,0.1439,3.7491
mp-866832,Ca8 Sn4 S16,A2B4C_pearson_62_2c_2cd_c:Ca-S-Sn,0.3292,0.0902,1.7379
wbm-1-14203,Hf2 In2 Cu2 Se6,ABCD3_pearson_63_c_a_c_cf:Cu-Hf-In-Se,0.4188,0.0738,0.45
mp-1025689,Mo1 W2 S6,AB6C2_pearson_187_a_2gh_h:Mo-S-W,1.3437,0.0986,1.2722
wbm-3-50831,Lu2 Co2 O6,ABC3_pearson_11_a_e_ef:Co-Lu-O,0.5041,0.0474,0.33
mp-571181,Rb2 Au2 N24,AB12C_pearson_15_e_6f_e:Au-N-Rb,1.503,0.1433,1.4848
mp-19802,Tb4 Co4 O12,AB3C_pearson_62_a_cd_c:Co-O-Tb,1.1982,0.1083,1.4222
wbm-1-27126,Sr1 Mg2 Bi2,A2B2C_pearson_164_d_d_a:Bi-Mg-Sr,0.293,0.0582,0.39
mp-1220816,Nb2 V3 Cu15 S20,A15B2C20D3_pearson_111_ce2g2m_g_5n_ag:Cu-Nb-S-V,0.7022,0.0828,1.1203
mp-27209,K6 Tl6 F24,A4BC_pearson_144_8a_2a_2a:F-K-Tl,3.8153,0.397,2.3213
mp-573358,Cs4 B4 Se12,ABC3_pearson_14_e_e_3e:B-Cs-Se,1.7551,0.0673,1.6938
mp-27308,Sb4 Br4 F32,AB8C_pearson_54_d_4f_c:Br-F-Sb,1.9898,0.2882,2.6921
mp-653586,Cu4 S16 N16 Cl8,A2BC4D4_pearson_62_2c_a_2d_2cd:Cl-Cu-N-S,0.064,0.0433,0.1163
wbm-1-43145,Ba1 Fe2 Sb2 O7,AB2C7D2_pearson_155_a_c_bf_c:Ba-Fe-O-Sb,2.0623,0.113,2.4
wbm-1-33639,Na1 Tl1 Se2,AB2C_pearson_166_a_c_b:Na-Se-Tl,0.4499,0.0648,0.1
mp-762236,Al6 Cr2 O12,A3BC6_pearson_7_3a_a_6a:Al-Cr-O,1.6021,0.2948,3.5867
mp-1190457,Ba6 U2 Ag2 S12,AB3C6D_pearson_167_a_e_f_b:Ag-Ba-S-U,1.6808,0.1008,0.6571
wbm-1-16198,Rb1 P1 Pb1 I2 F6,A6B2CDE_pearson_123_gl_e_a_b_c:F-I-P-Pb-Rb,2.179,0.159,2.42
wbm-2-35774,La2 Mn1 Zn1 O6,A2BC6D_pearson_12_i_a_ij_d:La-Mn-O-Zn,1.3364,0.1338,1.43
wbm-2-24152,Li2 Cu2 Cl8,A4BC_pearson_14_2e_a_d:Cl-Cu-Li,0.4615,0.1142,0.67
mp-1113713,Rb2 Pr1 Ag1 Br6,AB6CD2_pearson_225_a_e_b_c:Ag-Br-Pr-Rb,3.3059,0.0529,3.3066
mp-643074,Cs4 P4 H4 O14,A2B2C7D2_pearson_15_f_f_e3f_f:Cs-H-O-P,5.1031,0.1375,5.5854
mp-1520207,Ba1 Na1 Nd1 Se1 O6,ABCD6E_pearson_216_c_d_a_f_b:Ba-Na-Nd-O-Se,1.9153,0.0837,1.8961
mp-582076,Cs4 W12 Br12 Cl16,A3B4CD3_pearson_159_2c_2b2c_ab_2c:Br-Cl-Cs-W,2.8421,0.0809,2.9902
wbm-2-13837,Cu2 Au2 Br8,AB4C_pearson_2_ab_4i_i:Au-Br-Cu,0.207,0.0647,0.23
mp-29112,Cr2 Hg10 O12,AB5C6_pearson_15_e_a2f_3f:Cr-Hg-O,0.9688,0.3046,1.1978
mp-1086652,Ba2 Ag2 S2 F2,ABCD_pearson_129_a_c_b_c:Ag-Ba-F-S,0.683,0.1451,1.4324
wbm-1-10812,Ba3 Sr1 Cl8,A3B8C_pearson_139_ad_m_b:Ba-Cl-Sr,5.0533,0.1112,5.25
wbm-1-38800,Ba3 Ge3 O9,ABC3_pearson_189_g_f_fi:Ba-Ge-O,2.9956,0.0991,3.23
mp-761152,Li4 Ni4 O4 F8,A2BCD_pearson_14_2e_e_ad_e:F-Li-Ni-O,0.9523,0.1638,2.6206
mp-9698,Rb12 Al2 Sb6,AB6C3_pearson_11_e_6e_3e:Al-Rb-Sb,0.5078,0.0675,0.2825
wbm-3-46266,Na2 Cu2 Br8,A4BC_pearson_14_2e_a_d:Br-Cu-Na,0.328,0.0881,0.28
mp-1194866,Ca12 Si8 P16,A3B4C2_pearson_14_3e_4e_2e:Ca-P-Si,0.8192,0.1597,0.8737
mp-675172,Ta1 Al1 O4,AB4C_pearson_65_a_gj_c:Al-O-Ta,2.4685,0.2144,1.8196
mp-768982,Li14 Nb2 S12,A7BC6_pearson_7_7a_a_6a:Li-Nb-S,2.2207,0.0533,2.1263
wbm-3-67875,Ho4 Se6,A2B3_pearson_11_2e_3e:Ho-Se,1.0286,0.4837,0.86
mp-554072,K4 C2 O6,AB2C3_pearson_15_e_ae_ef:C-K-O,3.8806,0.1376,3.6288
mp-1097455,Ti1 Mn2 Nb1,A2BC_pearson_71_e_a_b:Mn-Nb-Ti,0.3264,0.0999,0.0868
mp-765549,Li28 Co4 O4 F28,AB7C7D_pearson_25_a_b2d2e_a2c2f_b:Co-F-Li-O,1.5586,0.3026,2.2671
wbm-2-50117,Ti3 Se1 I7,A7BC3_pearson_156_a2d_b_d:I-Se-Ti,0.1849,0.0538,0.44
wbm-1-15653,Cs3 La1 F6,A3B6C_pearson_139_bd_ei_a:Cs-F-La,5.142,0.1438,4.86
mp-1776,U1 N2,A2B_pearson_225_c_a:N-U,0.1586,0.0424,0.7736
mp-866922,Ca2 Sn1 S4,A2B4C_pearson_82_ac_g_b:Ca-S-Sn,2.2376,0.0536,2.3171
wbm-1-47461,Rb2 Au2 I8,AB4C_pearson_14_a_2e_d:Au-I-Rb,0.8011,0.0873,0.95
wbm-1-38339,Ca2 Te2 O6,AB3C_pearson_11_e_ef_e:Ca-O-Te,3.1183,0.2876,2.7
wbm-2-30797,Na1 Au1 S2,ABC2_pearson_12_a_c_i:Au-Na-S,1.0041,0.1696,0.41
mp-777559,Li4 Fe4 F16,A4BC_pearson_62_4c_c_c:F-Fe-Li,3.377,0.1323,3.1785
mp-510370,Cs4 Al4 Cu4 F24,ABCD6_pearson_62_a_c_c_2c2d:Al-Cs-Cu-F,0.2818,0.0806,0.0138
mp-706621,K2 B10 H16 O24,A5B8CD12_pearson_41_a2b_4b_a_6b:B-H-K-O,5.4933,0.1289,5.635
wbm-4-16277,Lu1 Mg2 Mn1 H8,A8BC2D_pearson_164_di_a_d_b:H-Lu-Mg-Mn,1.1968,0.0587,1.35
wbm-1-3477,Eu3 As1 Br3,AB3C3_pearson_221_a_c_d:As-Br-Eu,0.0669,0.0226,0.03
wbm-1-15425,Sr2 Ir2 F8,A4BC_pearson_140_l_d_a:F-Ir-Sr,0.2161,0.079,0.17
mp-1206843,Lu1 H1 Se1,ABC_pearson_187_a_c_f:H-Lu-Se,1.5878,0.0639,1.5207
wbm-3-64308,K4 Ce2 S6,AB2C3_pearson_71_a_e_cf:Ce-K-S,1.0033,0.0955,0.72
wbm-3-22788,Ho1 Au1 F6,AB6C_pearson_148_a_f_b:Au-F-Ho,0.5852,0.0536,0.63
mp-707068,K4 H32 O16 F4,AB8CD4_pearson_14_e_8e_e_4e:F-H-K-O,5.2824,0.3326,5.1548
wbm-1-43394,Tb2 Bi2 O7,A2B7C2_pearson_12_i_aij_h:Bi-O-Tb,0.2263,0.0486,0.17
wbm-3-60843,Rb2 Nd2 Cd2 Te6,ABCD3_pearson_63_c_a_c_cf:Cd-Nd-Rb-Te,1.4816,0.0303,1.47
mp-16969,Lu8 Si4 O20,A2B5C_pearson_15_2f_5f_f:Lu-O-Si,4.7763,0.1679,4.6847
wbm-1-49558,Nd2 Cu2 Pb2 S6,ABCD3_pearson_63_c_a_c_cf:Cu-Nd-Pb-S,1.4805,0.0361,1.46
mp-1195363,Rb12 Bi8 Br36,A2B9C3_pearson_14_2e_9e_3e:Bi-Br-Rb,2.947,0.0862,2.818
wbm-1-38069,Sm1 Al1 O3,AB3C_pearson_221_b_c_a:Al-O-Sm,3.2254,0.1447,2.87
mp-1093559,Li2 In1 Hg1,ABC2_pearson_71_a_b_e:Hg-In-Li,0.0346,0.0207,0.0441
mp-755232,Li16 Fe4 O16,AB4C4_pearson_2_i_4i_4i:Fe-Li-O,1.2722,1.1074,0.3077
