material_id,formula,wyckoff,bandgap_pred_n0,bandgap_target
wbm-1-16486,K3 Zr1 F7,A7B3C_pearson_8_3a2b_ab_a:F-K-Zr,5.4379,6.15
mp-626222,H20 Cl4 O24,AB5C6_pearson_62_c_a2d_2c2d:Cl-H-O,5.2063,4.5673
mp-556291,Ba12 Sn8 S28,A3B7C2_pearson_14_3e_7e_2e:Ba-S-Sn,2.1025,2.1917
mp-1227097,Ca2 Sc2 Al2 Si2 O12,ABC6DE_pearson_5_c_ab_6c_ab_c:Al-Ca-O-Sc-Si,4.3836,4.6985
wbm-5-6321,Er1 Co1 F6,ABC6_pearson_12_a_d_ij:Co-Er-F,2.5963,2.45
mp-1194260,As4 H12 C2 O12,A2BC6D6_pearson_41_b_a_3b_3b:As-C-H-O,3.2099,4.0879
wbm-3-63677,K2 Nd2 S4,ABC2_pearson_194_c_a_f:K-Nd-S,2.2723,2.3
mp-18105,Cs4 Ag4 Se16,ABC4_pearson_19_a_a_4a:Ag-Cs-Se,1.0493,1.2751
mp-504910,Sr2 Br4 O12,A2B6C_pearson_9_2a_6a_a:Br-O-Sr,0.2732,4.1981
wbm-1-22369,Tb1 In1 Hg2,A2BC_pearson_225_c_a_b:Hg-In-Tb,0.0692,0.06
wbm-1-42358,Ba1 Dy1 Mg1 Ta1 O6,ABCD6E_pearson_8_a_a_a_2a2b_a:Ba-Dy-Mg-O-Ta,3.6786,3.79
mp-22499,Eu2 Sn2 F14,AB7C_pearson_4_a_7a_a:Eu-F-Sn,0.0459,0.0433
wbm-2-35009,Sr2 Bi2 O8,AB4C_pearson_15_e_2f_e:Bi-O-Sr,0.988,0.68
mp-1227204,Ca8 Mn2 Fe6 O20,A4B3CD10_pearson_14_2e_ae_d_5e:Ca-Fe-Mn-O,2.0732,1.4301
mp-1198291,Np4 P8 H8 C4 O32,AB2CD8E2_pearson_33_a_2a_a_8a_2a:C-H-Np-O-P,0.1842,0.1154
mp-40866,Ca4 La4 Ti4 Mn4 O24,ABCD6E_pearson_7_a_a_a_6a_a:Ca-La-Mn-O-Ti,2.0758,0.2486
mp-1280011,Ba4 Fe2 W2 O12,A2BC6D_pearson_15_f_c_3f_e:Ba-Fe-O-W,3.299,2.5062
mp-1318790,La2 Fe2 Te2 O12,ABC6D_pearson_7_a_a_6a_a:Fe-La-O-Te,1.9908,1.2943
mp-758993,Li8 Cr8 P8 O28 F8,A2B2C2D7E2_pearson_60_ac_d_d_c3d_d:Cr-F-Li-O-P,2.3861,2.1722
mp-21733,Sr8 In16 Se32,A2B4C_pearson_70_2h_4h_abe:In-Se-Sr,1.6506,1.5637
mp-23404,Tl4 Br4 O16,AB4C_pearson_62_c_2cd_c:Br-O-Tl,1.3537,3.0301
wbm-2-39157,Rb1 Ag2 P1 Se4,A2BCD4_pearson_121_d_a_b_i:Ag-P-Rb-Se,0.478,0.5
mp-1218511,Sr2 Ca2 Y2 Ru2 O12,AB6CDE_pearson_7_a_6a_a_a_a:Ca-O-Ru-Sr-Y,0.3698,0.3199
wbm-3-22097,K2 Nd2 F8,A4BC_pearson_141_f_a_b:F-K-Nd,6.7426,6.95
mp-971707,Tm2 Mg2 O5,A2B5C2_pearson_123_h_ci_ab:Mg-O-Tm,2.1171,2.2276
wbm-4-22098,Cs2 P2 N4,AB2C_pearson_227_b_c_a:Cs-N-P,0.1932,2.28
wbm-1-7646,Cs4 C2 O6,AB2C3_pearson_2_i_2i_3i:C-Cs-O,2.8816,3.16
wbm-3-46969,Rb1 Na1 Zn1 Se2,ABC2D_pearson_119_a_c_f_b:Na-Rb-Se-Zn,1.3487,1.27
wbm-2-30937,Na2 Si2 As2,ABC_pearson_186_b_b_a:As-Na-Si,0.5936,0.51
wbm-3-55229,Ho3 Te1 O6,A3B6C_pearson_146_3a_2b_a:Ho-O-Te,0.1075,0.17
wbm-3-26389,Fe2 I6,AB3_pearson_148_c_f:Fe-I,0.2328,0.04
mp-752407,Dy4 Ge4 O14,A2B2C7_pearson_14_e_e_a3e:Dy-Ge-O,3.5329,3.8174
mp-773502,K2 Co2 P2 C2 O14,ABCD7E_pearson_4_a_a_a_7a_a:C-Co-K-O-P,-0.0063,0.4485
wbm-1-22726,K4 Cd1 Sb2,AB4C2_pearson_166_a_2c_c:Cd-K-Sb,0.7846,0.79
mp-1213525,Er2 Fe2 Ge4 O14,ABC2D7_pearson_12_g_h_2i_3i2j:Er-Fe-Ge-O,0.6889,2.663
wbm-3-64002,Ca2 Sm2 Cu2 S6,ABC3D_pearson_63_c_c_cf_a:Ca-Cu-S-Sm,1.1905,1.2
mp-767556,Na2 Ti2 P2 C2 O14,ABC7DE_pearson_4_a_a_7a_a_a:C-Na-O-P-Ti,2.6784,2.6858
wbm-3-59286,Tb4 P4 S4,ABC_pearson_62_c_c_c:P-S-Tb,0.1008,0.01
mp-1097249,Y2 Tl1 Hg1,ABC2_pearson_71_a_b_e:Hg-Tl-Y,0.0998,0.1209
wbm-4-23105,K1 Na1 Hg1 Se2,ABCD2_pearson_119_a_c_b_f:Hg-K-Na-Se,0.2817,0.26
wbm-4-26091,Ba2 Tb1 U1 O6,A2B6CD_pearson_87_d_eh_a_b:Ba-O-Tb-U,0.7183,0.76
mp-1097196,Zn1 Ni1 Au2,A2BC_pearson_71_e_a_b:Au-Ni-Zn,0.4891,0.0328
mp-1194741,Si4 Te2 H36 C12,A6B18C2D_pearson_15_3f_9f_f_e:C-H-Si-Te,3.7677,3.4202
mp-758832,Co6 C6 O21,A2B2C7_pearson_150_g_c2d_ad3g:C-Co-O,0.3629,0.477
mp-850274,H2,A_pearson_139_e:H,7.3816,8.8621
mp-1103213,Sb4 Te4 Os4,ABC_pearson_14_e_e_e:Os-Sb-Te,0.5689,0.9809
wbm-1-55746,Si1 Bi4 Te7,A4BC7_pearson_164_2d_a_bc2d:Bi-Si-Te,0.6817,0.69
wbm-3-72103,Sr4 Si4 Ir4,ABC_pearson_14_e_e_e:Ir-Si-Sr,0.2634,0.1
mp-1196943,La16 Zn8 Se16 O16,A2B2C2D_pearson_64_efg_2g_efg_2d:La-O-Se-Zn,1.8785,2.4525
wbm-1-26375,Li1 Sm1 Se2,AB2C_pearson_166_a_c_b:Li-Se-Sm,1.438,1.38
wbm-4-27335,Rb2 Hf1 Te1 O6,AB6C2D_pearson_225_a_e_c_b:Hf-O-Rb-Te,1.8907,1.85
wbm-1-23498,Li4 Cu2 F6,AB3C2_pearson_193_a_g_d:Cu-F-Li,0.5223,1.23
mp-754763,Li4 V4 B4 O16,ABC4D_pearson_37_d_d_4d_d:B-Li-O-V,2.1933,2.6895
mp-1223445,K1 Nb4 Bi5 O18,A5BC4D18_pearson_8_a2b_a_2b_2a8b:Bi-K-Nb-O,2.4087,2.6455
mp-540841,U6 Ni3 O18,AB6C2_pearson_150_ad_3g_ef:Ni-O-U,0.4384,0.507
mp-1207367,Fe1 Cl6,A6B_pearson_65_kp_a:Cl-Fe,0.1357,0.1896
mp-12910,Ge2 S2,AB_pearson_63_c_c:Ge-S,0.9502,0.7596
wbm-2-7044,Ag2 Rh2 Br8,AB4C_pearson_12_a_2i_d:Ag-Br-Rh,0.1141,0.28
mp-28974,Ti12 F48,A4B_pearson_62_12c_3c:F-Ti,3.539,4.166
wbm-2-20298,Sm2 Ge1 Br2,A2BC2_pearson_164_d_a_d:Br-Ge-Sm,0.1431,0.12
wbm-4-28226,Y1 Ti1 P2 O8,A8B2CD_pearson_5_4c_c_a_b:O-P-Ti-Y,0.4122,0.37
wbm-1-31383,Y2 Mo2 N6,AB3C_pearson_40_b_3b_b:Mo-N-Y,0.9609,0.96
wbm-1-38687,Fe6 Se6 O18,AB3C_pearson_148_f_3f_f:Fe-O-Se,2.8605,3.23
mp-637235,K4 C8 N12,A2BC3_pearson_14_2e_e_3e:C-K-N,4.4209,4.5026
mp-774801,Li2 Ti1 V5 O12,A2B12CD5_pearson_5_ab_6c_a_b2c:Li-O-Ti-V,0.8016,0.6571
mp-555439,Cs2 Li6 F8,AB4C3_pearson_12_i_gij_3i:Cs-F-Li,7.0706,6.7392
mp-570778,Cl16,A_pearson_138_j:Cl,3.0086,2.6885
wbm-3-35668,K2 Hf2 Hg2 Se6,ABCD3_pearson_11_a_e_e_ef:Hf-Hg-K-Se,0.1411,0.19
mp-1228951,Al2 C1 O1,A2BC_pearson_187_ad_b_c:Al-C-O,2.0394,1.7596
mp-562137,K4 Li4 C4 O12,ABCD3_pearson_14_e_e_e_3e:C-K-Li-O,4.5548,4.5495
wbm-1-49756,Ni2 Ge2 S6,ABC3_pearson_12_i_i_3i:Ge-Ni-S,0.5366,0.9
wbm-1-16038,Cs2 Na1 La1 F6,A2B6CD_pearson_225_c_e_a_b:Cs-F-La-Na,6.0699,6.62
mp-1192362,Sr4 Gd4 Cu4 S12,ABC3D_pearson_62_c_c_3c_c:Cu-Gd-S-Sr,1.1382,1.1721
wbm-3-57307,Ni2 Sb2 S2 O2,ABCD_pearson_129_a_b_c_c:Ni-O-S-Sb,0.4222,0.22
mp-585354,Li2 Cr4 P6 O20,A2BC10D3_pearson_11_f_a_4e3f_3e:Cr-Li-O-P,2.5271,2.5513
wbm-1-24291,Li3 Bi1 S4,AB3C4_pearson_121_a_bd_i:Bi-Li-S,2.0224,1.03
mp-758124,Li4 Co4 C8 O24,A2BCD6_pearson_14_2e_e_e_6e:C-Co-Li-O,1.0934,0.763
mp-1097303,Ga1 Re1 Ge2,AB2C_pearson_71_a_e_b:Ga-Ge-Re,0.0245,0.3298
wbm-1-54964,La2 Si1 I2,A2B2C_pearson_166_c_c_a:I-La-Si,0.1677,0.36
wbm-1-57565,Tb4 Te6,A2B3_pearson_15_2e_cf:Tb-Te,0.7426,0.68
mp-561949,Gd2 B2 O6,ABC3_pearson_194_c_a_h:B-Gd-O,2.898,2.2436
mp-558255,V2 Ag4 P2 O12,A2B6CD_pearson_12_j_4ij_i_i:Ag-O-P-V,1.7932,1.8532
wbm-1-23873,Li2 Eu1 Si1 O4,AB2C4D_pearson_121_a_d_i_b:Eu-Li-O-Si,0.0292,0.64
mp-382,Th6 As8,A4B3_pearson_220_c_a:As-Th,0.1926,0.2819
wbm-1-42051,Ca2 Cu1 Te1 O6,A2BC6D_pearson_87_d_a_eh_b:Ca-Cu-O-Te,0.2121,0.31
mp-4941,Sr4 Sn2 O8,A4BC2_pearson_64_ef_a_f:O-Sn-Sr,2.1604,2.7165
mp-542609,Ag12 As12 S24,ABC2_pearson_15_2e2f_3f_6f:Ag-As-S,1.4277,1.518
mp-25542,Li2 Mn2 O4,ABC2_pearson_8_a_a_2a:Li-Mn-O,0.9663,1.7503
mp-770905,Li2 Mn2 As2 C2 O14,ABCDE7_pearson_4_a_a_a_a_7a:As-C-Li-Mn-O,0.9434,1.1523
wbm-3-42742,Rb2 Sm2 Mn2 Se6,ABC3D_pearson_63_c_c_cf_a:Mn-Rb-Se-Sm,0.5133,0.48
mp-1198007,La8 B16 O32 F8,A2BCD4_pearson_61_2c_c_c_4c:B-F-La-O,4.1033,4.9397
wbm-3-63865,V2 S4 Br4,A2B2C_pearson_12_j_2i_g:Br-S-V,0.7768,0.92
wbm-3-51943,Er2 Bi2 O8,ABC4_pearson_15_e_e_2f:Bi-Er-O,0.4392,0.4
wbm-3-6767,Lu2 As2 Se8,ABC4_pearson_2_i_i_4i:As-Lu-Se,0.725,0.68
mp-31070,As16 S18,A8B9_pearson_13_4g_2ef3g:As-S,1.9599,1.722
wbm-1-39383,Te2 Pd2 O6,A3BC_pearson_12_ij_e_i:O-Pd-Te,0.6594,0.81
mp-680111,Cd4 I8,AB2_pearson_156_3ab_a3b4c:Cd-I,2.4114,2.3871
wbm-4-25397,La1 In1 O4,ABC4_pearson_12_a_d_2i:In-La-O,2.534,2.52
wbm-2-43300,Ti3 S1 Cl7,A7BC3_pearson_156_a2d_b_d:Cl-S-Ti,0.774,0.65
wbm-1-21063,Y2 H2 Br4,A2BC_pearson_194_f_c_b:Br-H-Y,3.5982,3.66
wbm-1-30968,Tb2 Mo2 N6,AB3C_pearson_161_a_b_a:Mo-N-Tb,1.2615,1.26
wbm-3-51100,Mn2 Pb2 O6,AB3C_pearson_148_c_f_c:Mn-O-Pb,0.8365,1.23
mp-770936,Ba8 Sc8 O20,A2B5C2_pearson_62_d_c2d_ac:Ba-O-Sc,3.4245,2.8133
mp-1215857,Yb1 Y2 Se4,A4B2C_pearson_10_mn_bd_c:Se-Y-Yb,1.1688,1.0859
wbm-1-22615,K4 Pt2,A2B_pearson_194_ac_d:K-Pt,1.2638,1.2
mp-541189,P32 Se24,A4B3_pearson_62_4c2d_2c2d:P-Se,2.084,2.1601
mp-1113400,Cs1 Rb2 Al1 Cl6,AB6CD2_pearson_225_a_e_b_c:Al-Cl-Cs-Rb,4.4593,4.4817
mp-1113859,Rb2 Ga1 Ag1 Br6,AB6CD2_pearson_225_a_e_b_c:Ag-Br-Ga-Rb,0.1473,0.4002
mp-1208844,Sm4 S4 Br4,ABC_pearson_14_e_e_e:Br-S-Sm,2.838,2.9703
mp-6765,Li12 Al4 Ge4 O20,ABC3D5_pearson_33_a_a_3a_5a:Al-Ge-Li-O,4.1319,3.9718
mp-9789,Ca4 P4 S12,ABC3_pearson_14_e_e_3e:Ca-P-S,2.8672,3.1332
wbm-3-14580,Ag5 Sb1 Se4 Cl2,A5B2CD4_pearson_38_af_d_b_ce:Ag-Cl-Sb-Se,0.5097,0.43
wbm-1-924,Al2 Se3,A2B3_pearson_164_d_ad:Al-Se,1.243,0.78
mp-30298,K4 As4 O8,ABC2_pearson_57_d_d_cd:As-K-O,3.7808,3.8788
wbm-3-50191,Rb2 Pd1 Br4 O2,A4B2CD2_pearson_139_h_e_a_d:Br-O-Pd-Rb,0.3956,0.07
mp-22908,Bi4 Cl12,AB3_pearson_62_c_cd:Bi-Cl,3.7509,3.426
wbm-3-53948,Sm2 Mg1 Co1 O6,ABC6D2_pearson_12_a_d_ij_i:Co-Mg-O-Sm,1.2984,1.27
mp-1210525,P4 H16 I4 N16,A4BC4D_pearson_125_n_e_n_f:H-I-N-P,3.7981,0.4465
wbm-5-6201,Dy1 Ag1 F6,ABC6_pearson_148_a_b_f:Ag-Dy-F,0.4855,0.5
mp-1228848,Cs2 B2 S4,ABC2_pearson_71_e_e_eg:B-Cs-S,2.0566,2.8051
mp-1245937,Cd3 C24 N18,A8BC6_pearson_157_4c2d_ab_2c2d:C-Cd-N,3.0539,3.6122
wbm-2-36835,Rb1 Er1 Mo2 O8,AB2C8D_pearson_164_a_d_di_b:Er-Mo-O-Rb,4.0519,4.03
wbm-2-15431,Mn1 Cr1 F6,AB6C_pearson_148_a_f_b:Cr-F-Mn,0.905,1.76
wbm-4-3835,K1 Fe1 B2 O6,A2BCD6_pearson_148_c_a_b_f:B-Fe-K-O,0.5598,0.25
mp-1180192,Na2 As2 O12,ABC6_pearson_4_a_a_6a:As-Na-O,0.4367,0.1379
wbm-1-20044,Ba1 Ge1 Au2 Se4,A2BCD4_pearson_23_f_a_b_k:Au-Ba-Ge-Se,0.7331,0.73
wbm-1-25907,Li1 Lu1 As2 O7,A2BCD7_pearson_5_c_a_a_b3c:As-Li-Lu-O,3.2717,3.37
wbm-1-41165,Au2 S2 O8,AB4C_pearson_2_be_4i_i:Au-O-S,0.6282,0.44
wbm-3-38323,Cs1 Mg4 Sb3,AB4C3_pearson_123_a_i_bh:Cs-Mg-Sb,1.0495,1.03
mp-19496,K4 V8 Sb4 O32,AB8CD2_pearson_62_c_4c2d_c_2c:K-O-Sb-V,2.643,2.7787
mp-758361,Li4 V2 P6 O20,A2B10C3D_pearson_15_f_5f_ef_e:Li-O-P-V,2.2067,2.2048
mp-28192,Au4 S4 Cl20,AB5C_pearson_14_e_5e_e:Au-Cl-S,1.4651,1.7882
mp-1104473,K1 Cr5 Se8,A5BC8_pearson_12_a2i_d_4i:Cr-K-Se,0.086,0.0272
wbm-4-29517,Sm4 P4 Pd4,ABC_pearson_198_a_a_a:P-Pd-Sm,0.1795,0.24
mp-752988,Li1 V3 O4 F8,A8BC4D3_pearson_1_8a_a_4a_3a:F-Li-O-V,1.8958,1.8352
mp-19351,Mn2 Si4 O10,AB5C2_pearson_15_e_e2f_ae:Mn-O-Si,2.9582,2.2656
mp-559469,Ca2 H12 C4 O14,A2BC6D7_pearson_2_2i_i_6i_7i:C-Ca-H-O,3.7308,3.724
wbm-2-42043,Fe2 Sb2 S4 Br2,ABC2D_pearson_12_i_ac_2i_i:Br-Fe-S-Sb,0.3075,0.21
wbm-4-27757,Cs1 V1 I1 O6,ABC6D_pearson_149_b_c_l_e:Cs-I-O-V,1.5042,1.22
mp-1178000,Li8 Ti4 Cr12 O32,A3B2C8D_pearson_20_ab2c_2c_8c_ab:Cr-Li-O-Ti,0.5241,0.7439
wbm-1-41005,La2 Nb2 O8,ABC4_pearson_141_a_b_h:La-Nb-O,3.6864,4.0
mp-866830,Ca6 Sn2 S10,A3B5C_pearson_140_ah_cl_b:Ca-S-Sn,1.7896,1.0141
wbm-1-41993,Ba2 Nd1 Ta1 O6,A2BC6D_pearson_87_d_a_eh_b:Ba-Nd-O-Ta,3.5717,3.51
wbm-2-3476,Al6 S6,AB_pearson_12_3i_3i:Al-S,2.881,1.82
mp-1093592,Li2 Sn1 Bi1,AB2C_pearson_71_a_e_b:Bi-Li-Sn,0.1535,0.0879
wbm-1-50286,Tl2 Sn1 Sb2 S6,A6B2CD2_pearson_147_g_d_a_d:S-Sb-Sn-Tl,0.9465,0.87
mp-8809,Ba2 La4 Pt2 O10,AB2C5D_pearson_127_b_g_ak_c:Ba-La-O-Pt,2.7568,2.6408
wbm-1-15656,Cs3 Pr1 F6,A3B6C_pearson_139_bd_ei_a:Cs-F-Pr,4.8346,4.93
mp-1229255,Ba2 Sr1 Ta6 Bi6 O27,A2B6C27DE6_pearson_71_g_en_be3fh4n_a_en:Ba-Bi-O-Sr-Ta,1.1624,1.5936
wbm-1-36880,Er1 Au1 O2,ABC2_pearson_166_a_b_c:Au-Er-O,2.4573,2.44
mp-1226195,Cs6 H2 Se4 O16,A3BC8D2_pearson_9_3a_a_8a_2a:Cs-H-O-Se,3.1267,3.4782
wbm-2-30283,Na3 Y1 P2,A3B2C_pearson_164_ad_d_b:Na-P-Y,1.0305,1.01
mp-1245831,Ba6 Sc2 N6,A3B3C_pearson_176_h_h_c:Ba-N-Sc,0.129,0.195
mp-1020683,Na2 Ca2 P6 O18,ABC9D3_pearson_2_i_i_9i_3i:Ca-Na-O-P,4.7822,5.457
wbm-2-39382,Y1 P1 Pd1,ABC_pearson_216_a_c_b:P-Pd-Y,0.3811,0.58
wbm-3-15113,Cs1 Rb2 Sm1 Cl6,A6BC2D_pearson_225_e_a_c_b:Cl-Cs-Rb-Sm,4.373,4.41
mp-23114,Sr8 Co4 Br8 O8,A2BC2D2_pearson_139_e_a_c_e:Br-Co-O-Sr,1.4568,0.6519
mp-562610,Sn4 O8,A2B_pearson_62_2c_c:O-Sn,1.7175,0.4391
wbm-1-42818,Sr2 La1 Sb1 O6,AB6CD2_pearson_148_a_f_b_c:La-O-Sb-Sr,3.8219,3.73
wbm-3-37512,Li1 La1 Te2,ABC2_pearson_164_a_b_d:La-Li-Te,1.3858,1.21
mp-551798,Al1 P1 O4,AB4C_pearson_119_a_i_c:Al-O-P,5.5084,0.0323
mp-1283088,Li4 V2 Ni2 O8,A2BC4D_pearson_12_hi_ab_2ij_e:Li-Ni-O-V,1.3016,1.5774
mp-11604,K2 Sm4 Cu2 S8,ABC4D2_pearson_63_c_c_acf_f:Cu-K-S-Sm,1.0786,1.0583
wbm-1-9705,Au4 Cl8,AB2_pearson_2_bdi_4i:Au-Cl,0.561,0.73
wbm-1-42925,La2 Ti1 Mn1 O6,A2BC6D_pearson_148_c_a_f_b:La-Mn-O-Ti,2.1794,0.58
mp-1101885,Na4 P2 S6,A2BC3_pearson_12_gh_i_ij:Na-P-S,3.08,2.8018
mp-34126,Cu4 Sn1 P10,A4B10C_pearson_160_ab_a3b_a:Cu-P-Sn,1.0355,0.3672
wbm-2-37635,Th1 Cd2 P2,A2B2C_pearson_164_d_d_a:Cd-P-Th,0.0827,0.19
mp-1213004,Er6 Ru2 I6,A3B3C_pearson_11_3e_3e_e:Er-I-Ru,0.3371,0.0495
mp-29975,K12 B4 S12,AB3C3_pearson_14_e_3e_3e:B-K-S,2.5469,2.7673
mp-559094,Cu4 H6 Cl2 O6,AB2C3D3_pearson_11_e_ae_ef_ef:Cl-Cu-H-O,0.2374,0.0685
wbm-4-10572,Cu1 Os1 F6,AB6C_pearson_148_a_f_b:Cu-F-Os,0.0678,0.26
wbm-1-42203,Ce1 Cr1 Cu1 O6,ABCD6_pearson_1_a_a_a_6a:Ce-Cr-Cu-O,0.063,0.48
wbm-1-41933,Ba2 U1 Bi1 O6,A2BC6D_pearson_225_c_a_e_b:Ba-Bi-O-U,0.8439,0.84
wbm-3-65065,K2 Cr1 Sn1 S4,AB2C4D_pearson_5_a_ab_2c_b:Cr-K-S-Sn,0.4655,0.06
wbm-1-6250,Cs2 In2 Br6,A3BC_pearson_167_e_a_b:Br-Cs-In,0.4727,0.06
wbm-3-8008,Yb1 In2 B2 O7,A2B2C7D_pearson_155_c_c_af_b:B-In-O-Yb,2.4845,2.42
mp-541226,Cs1 Br1 F6,ABC6_pearson_148_a_b_f:Br-Cs-F,3.8223,4.019
mp-1174566,Li8 Mn2 Co4 O14,A2B4CD7_pearson_12_2i_ac3i_i_7i:Co-Li-Mn-O,0.9195,0.8591
wbm-1-44799,Y2 Zn2 As2 O2,ABCD_pearson_166_c_c_c_c:As-O-Y-Zn,0.7541,0.79
mp-867790,Ba10 Ru4 O22,A5B11C2_pearson_15_e2f_e5f_f:Ba-O-Ru,0.0536,0.3416
mp-1211301,K2 Sm2 C4 O12,A2BC6D_pearson_15_f_e_3f_e:C-K-O-Sm,4.1394,4.3638
wbm-2-22021,Gd1 H1 S1,ABC_pearson_187_a_c_f:Gd-H-S,0.7268,0.68
mp-1249552,Sr4 Al2 Cu4 Ni2 O14,AB2CD7E2_pearson_46_a_c_b_b3c_c:Al-Cu-Ni-O-Sr,-0.0441,0.0624
mp-1254120,Mg6 Cu4 Si8 O28,A2B3C14D4_pearson_15_ae_ef_7f_2f:Cu-Mg-O-Si,0.2059,0.2818
wbm-3-55965,Gd1 Nb1 Si2 O7,ABC7D2_pearson_5_a_a_b3c_c:Gd-Nb-O-Si,0.1193,0.05
mp-1020711,Rb4 Si2 S12 O42,A21B2C6D_pearson_147_7g_2d_2g_c:O-Rb-S-Si,4.5836,5.2535
mp-558690,Zn2 B8 O14,A4B7C_pearson_63_eg_cgh_c:B-O-Zn,4.5019,5.402
mp-1223233,La4 V2 Fe2 O12,AB2C6D_pearson_14_a_e_3e_d:Fe-La-O-V,1.0616,1.2552
mp-1522834,Sr1 Ca1 Gd1 Nb1 O6,ABCD6E_pearson_216_c_a_b_f_d:Ca-Gd-Nb-O-Sr,2.5712,2.4736
mp-546707,Na4 C1 O4,AB4C4_pearson_121_a_i_i:C-Na-O,1.6256,2.4253
mp-1232288,Pm2 Mg2 S6,ABC3_pearson_12_g_i_ij:Mg-Pm-S,0.1686,0.2109
wbm-1-50434,Ca1 Hg2 S1,AB2C_pearson_225_a_c_b:Ca-Hg-S,0.3428,0.13
wbm-1-38393,K4 Cl4 O12,ABC3_pearson_14_e_e_3e:Cl-K-O,1.795,0.38
wbm-3-52605,Y1 Lu1 O4,AB4C_pearson_8_a_4a_a:Lu-O-Y,3.6496,3.64
mp-770691,Li12 Al4 Fe4 O20,ABC3D5_pearson_33_a_a_3a_5a:Al-Fe-Li-O,2.2156,0.2059
wbm-3-72205,Ti3 Si3 Pt3,ABC_pearson_189_f_bc_g:Pt-Si-Ti,0.1286,0.01
mp-1190952,Tb8 P8 S8,ABC_pearson_62_d_2c_2c:P-S-Tb,0.5996,0.5085
mp-23655,Na8 Al6 Si6 I2 O24,A3BC4D12E3_pearson_218_c_a_e_i_d:Al-I-Na-O-Si,4.0367,4.162
wbm-1-9812,Pb3 Cl6,A2B_pearson_166_3c_ac:Cl-Pb,3.1881,2.97
wbm-1-44369,K6 Br2 O2,AB3C_pearson_127_c_bg_a:Br-K-O,0.7791,0.93
wbm-1-25641,K4 Li2 N2,A2BC_pearson_129_ac_b_c:K-Li-N,0.9492,0.64
wbm-3-43582,Pr2 Ta2 N4 O2,A2BCD_pearson_42_bc_2a_d_c:N-O-Pr-Ta,1.2898,1.23
mp-758290,Li2 V8 P6 O24,AB12C3D4_pearson_36_a_6a3b_3a_2ab:Li-O-P-V,0.4117,1.572
mp-28525,Mn15 Br6 O20,A6B15C20_pearson_225_e_ach_fg:Br-Mn-O,1.1512,0.1813
wbm-3-51577,Tm2 V2 O6,A3BC_pearson_74_eg_e_a:O-Tm-V,1.4414,1.49
wbm-1-24731,Li8 In8 Cl24,A3BC_pearson_62_2c2d_2c_d:Cl-In-Li,3.6603,2.9
wbm-4-4475,Cd2 Ni2 B2 N2,ABCD_pearson_129_c_c_c_a:B-Cd-N-Ni,0.0636,0.2
wbm-2-35752,Ho2 Mn1 Ni1 O6,A2BCD6_pearson_12_i_a_d_ij:Ho-Mn-Ni-O,1.7175,1.64
mp-1080278,Ce8 Se16,AB2_pearson_15_2f_ae3f:Ce-Se,1.0672,0.9697
mp-1256934,Zn6 Si8 Sn4 O28,A14B4C2D3_pearson_15_7f_2f_ae_ef:O-Si-Sn-Zn,1.9536,1.3712
mp-766506,Li24 Cu8 S16,AB3C2_pearson_206_c_e_ad:Cu-Li-S,0.7517,2.0597
wbm-1-9772,Hg2 Cl4,A2B_pearson_36_2a_a:Cl-Hg,2.9764,3.0
mp-1080028,Sr2 Zr1 Ti1 O6,A6B2CD_pearson_87_eh_d_a_b:O-Sr-Ti-Zr,2.1689,2.5161
mp-1079004,Ce1 Ti2 O6,AB6C2_pearson_12_a_3i_i:Ce-O-Ti,0.3412,1.8291
mp-995219,H32 C16 O8,A2B4C_pearson_88_2f_4f_f:C-H-O,6.1126,5.4078
mp-1225447,Er1 Pa1 O4,AB4C_pearson_123_a_i_d:Er-O-Pa,2.5391,2.6787
wbm-3-22480,Cr1 Ge1 F6,AB6C_pearson_2_b_3i_d:Cr-F-Ge,2.4751,2.2
mp-1205668,Sr3 Mo1 O6,AB6C3_pearson_225_a_e_bc:Mo-O-Sr,2.1816,2.3013
mp-569001,Sr4 Li2 Co2 N4,ABC2D2_pearson_136_a_b_f_d:Co-Li-N-Sr,0.5338,0.2622
wbm-5-15358,Mg1 Ti1 O4,AB4C_pearson_12_a_2i_d:Mg-O-Ti,0.9968,1.25
mp-764721,Li2 V2 O2 F6,A3BCD_pearson_5_3c_ab_c_c:F-Li-O-V,1.9327,1.9093
wbm-4-29698,Ho4 P4 S4,ABC_pearson_62_c_c_c:Ho-P-S,0.1272,0.02
wbm-3-55490,Sm2 Zn1 Mo1 O6,AB6C2D_pearson_1_a_6a_2a_a:Mo-O-Sm-Zn,1.762,1.77
mp-1198909,Cd6 B14 O28,A7B3C14_pearson_161_a2b_b_2a4b:B-Cd-O,3.2572,0.0446
wbm-1-43198,La2 Lu2 O7,A2B2C7_pearson_115_g_g_abcef:La-Lu-O,0.5323,0.64
mp-1104966,Cs2 Gd2 Te8,ABC4_pearson_125_a_b_m:Cs-Gd-Te,0.9448,0.0366
mp-2669,Mo16 O46,A8B23_pearson_13_4g_a11g:Mo-O,2.1086,0.3371
mp-1205131,K4 Na4 Eu8 Nb4 O26,A4B2C2D2E13_pearson_15_2f_f_f_f_e6f:Eu-K-Na-Nb-O,0.0003,0.0114
mp-2739,Te4 O8,A2B_pearson_96_b_a:O-Te,2.7702,2.8949
